"Timestamp","Email ID","Branch of Visit","Date of Visit","Time of Visit","Gender","Age Group","How often do you visit our store?","Which of the following categories do you usually shop for?","How satisfied are you with the overall cleanliness of our store?","How would you rate the availability of products you need?","How satisfied are you with the behaviour of our staff?","How would you rate the prices of our products compared to other stores?","Have you used our online shopping platform?","Would you recommend our store to others?","How would you rate our store's return policy?","How satisfied are you with the variety of products available?","How likely are you to visit our store again?","",""
"2024/08/03 1:33:55 AM GMT+5:30","david51@example.org","Pune","2023-05-03","07:22 PM","Female","65 and above","Monthly","Groceries;Clothing;Electronics;Hygiene & Sanitation;Stationery","1","4","3","3","No","No","4","2","2","",""
"2024/08/03 1:34:22 AM GMT+5:30","georgetammy@example.org","Trivandrum","2023-07-20","07:18 PM","Male","25-34","Bi-weekly","Hygiene & Sanitation;Stationery","2","5","4","4","Yes","No","1","3","5","",""
"2024/08/03 1:34:47 AM GMT+5:30","matthew54@example.org","Bangalore","2023-04-14","05:37 PM","Male","45-54","Weekly","Groceries;Home & Kitchen;Stationery","1","3","4","2","Yes","Yes","3","1","1","",""
"2024/08/03 1:35:15 AM GMT+5:30","kenneth62@example.com","Delhi","2023-01-28","02:37 PM","Male","18-24","Monthly","Groceries;Electronics;Hygiene & Sanitation;Stationery","3","4","1","4","No","No","4","3","2","",""
"2024/08/03 1:35:39 AM GMT+5:30","marylong@example.net","Ludhiana","2023-12-15","11:29 AM","Male","65 and above","Daily","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation","5","1","1","5","No","No","1","1","3","",""
"2024/08/03 1:36:06 AM GMT+5:30","joshua79@example.net","Bangalore","2023-11-25","08:54 PM","Male","65 and above","Daily","Groceries;Home & Kitchen;Toys & Games;Stationery","4","2","1","2","No","No","1","1","3","",""
"2024/08/03 1:36:31 AM GMT+5:30","adamsmichael@example.net","Delhi","2023-04-25","06:53 PM","Male","55-64","Weekly","Groceries;Electronics;Toys & Games","4","1","2","1","No","Yes","2","3","5","",""
"2024/08/03 1:36:53 AM GMT+5:30","tracy19@example.org","Hyderabad","2023-12-03","04:39 PM","Male","45-54","Bi-weekly","Toys & Games","1","2","1","5","No","Yes","3","5","1","",""
"2024/08/03 1:37:19 AM GMT+5:30","zfox@example.com","Hyderabad","2023-05-28","08:22 PM","Male","35-44","Bi-weekly","Groceries;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","5","3","4","1","Yes","Yes","4","5","5","",""
"2024/08/03 1:37:45 AM GMT+5:30","timperry@example.net","Hyderabad","2023-11-18","07:31 PM","Male","25-34","Monthly","Clothing;Hygiene & Sanitation;Toys & Games","5","3","1","1","Yes","No","1","4","4","",""
"2024/08/03 1:38:09 AM GMT+5:30","marklucas@example.org","Ahmedabad","2023-04-24","09:42 AM","Female","35-44","Bi-weekly","Clothing;Toys & Games","1","5","3","4","Yes","Yes","2","5","4","",""
"2024/08/03 1:38:31 AM GMT+5:30","gbeard@example.net","Mumbai","2023-07-16","12:23 PM","Male","55-64","Monthly","Toys & Games","5","2","5","4","No","No","1","5","1","",""
"2024/08/03 1:38:57 AM GMT+5:30","wilsonkevin@example.com","Mumbai","2023-03-22","07:33 PM","Female","35-44","Occasioanlly","Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games","2","3","5","2","Yes","Yes","2","4","5","",""
"2024/08/03 1:39:23 AM GMT+5:30","heathergraham@example.com","Ahmedabad","2023-09-27","08:41 AM","Male","35-44","Monthly","Home & Kitchen;Hygiene & Sanitation;Stationery","3","1","5","4","Yes","No","3","5","2","",""
"2024/08/03 1:39:49 AM GMT+5:30","castillogarrett@example.org","Ahmedabad","2023-11-21","12:06 PM","Female","Under 18","Weekly","Clothing;Electronics;Home & Kitchen","3","3","1","4","No","Yes","2","1","5","",""
"2024/08/03 1:40:12 AM GMT+5:30","anthonycastillo@example.net","Lucknow","2023-06-19","06:32 PM","Male","55-64","Bi-weekly","Clothing;Toys & Games","3","3","1","5","No","No","4","5","4","",""
"2024/08/03 1:40:34 AM GMT+5:30","ljones@example.org","Kolkata","2023-10-04","11:39 AM","Male","Under 18","Daily","Electronics","3","5","3","3","Yes","No","2","2","2","",""
"2024/08/03 1:40:58 AM GMT+5:30","andre56@example.org","Bangalore","2023-04-18","06:41 PM","Male","55-64","Weekly","Electronics;Home & Kitchen;Toys & Games;Stationery","1","4","1","4","No","No","2","2","2","",""
"2024/08/03 1:41:24 AM GMT+5:30","melissa04@example.net","Pune","2023-08-08","06:40 PM","Female","35-44","Weekly","Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","4","5","3","4","No","Yes","1","3","5","",""
"2024/08/03 1:41:45 AM GMT+5:30","jwatson@example.com","Kolkata","2023-07-16","08:17 PM","Male","18-24","Daily","Hygiene & Sanitation","1","4","2","1","No","No","2","2","1","",""
"2024/08/03 1:42:09 AM GMT+5:30","alexmurray@example.org","Lucknow","2023-09-14","07:17 PM","Female","18-24","Daily","Groceries;Clothing;Electronics;Hygiene & Sanitation;Toys & Games;Stationery","4","2","3","2","Yes","Yes","4","1","4","",""
"2024/08/03 1:42:33 AM GMT+5:30","schultzmatthew@example.com","Hyderabad","2023-05-11","04:15 PM","Male","35-44","Bi-weekly","Electronics;Stationery","1","3","4","2","No","Yes","4","3","2","",""
"2024/08/03 1:42:58 AM GMT+5:30","eugene41@example.com","Delhi","2023-02-23","03:09 PM","Female","55-64","Weekly","Groceries","2","5","1","3","No","Yes","4","4","1","",""
"2024/08/03 1:43:24 AM GMT+5:30","jonessamantha@example.net","Surat","2023-04-30","07:14 PM","Male","55-64","Monthly","Home & Kitchen;Toys & Games;Stationery","2","4","5","3","No","No","4","1","2","",""
"2024/08/03 1:43:47 AM GMT+5:30","michelle15@example.net","Dehradun","2023-12-23","01:45 PM","Female","45-54","Occasioanlly","Groceries;Clothing;Home & Kitchen;Hygiene & Sanitation","3","2","5","5","Yes","Yes","4","5","5","",""
"2024/08/03 1:44:13 AM GMT+5:30","craigcathy@example.org","Dehradun","2023-04-08","08:35 PM","Male","65 and above","Daily","Groceries;Hygiene & Sanitation;Stationery","4","2","4","3","No","No","2","4","2","",""
"2024/08/03 1:44:35 AM GMT+5:30","sara65@example.org","Surat","2023-07-30","08:43 AM","Female","45-54","Occasioanlly","Clothing;Electronics;Hygiene & Sanitation","2","3","5","5","Yes","No","3","1","2","",""
"2024/08/03 1:44:57 AM GMT+5:30","barbara66@example.com","Hyderabad","2023-07-31","03:44 PM","Female","55-64","Daily","Stationery","5","4","4","2","No","Yes","4","5","2","",""
"2024/08/03 1:45:23 AM GMT+5:30","griffindarren@example.net","Kolkata","2023-09-19","10:28 AM","Male","18-24","Occasioanlly","Clothing;Electronics;Hygiene & Sanitation;Toys & Games;Stationery","4","2","1","2","Yes","Yes","5","3","2","",""
"2024/08/03 2:02:00 AM GMT+5:30","camposdaniel@example.org","Hyderabad","2023-04-28","02:15 PM","Female","Under 18","Monthly","Groceries;Clothing;Home & Kitchen;Toys & Games","3","3","1","4","No","Yes","5","4","4","",""
"2024/08/03 2:02:24 AM GMT+5:30","reyescandice@example.org","Ahmedabad","2023-08-29","01:54 PM","Female","45-54","Monthly","Electronics","5","2","4","3","No","No","2","5","2","",""
"2024/08/03 2:02:53 AM GMT+5:30","matthewscott@example.org","Bangalore","2023-04-26","04:29 PM","Male","45-54","Weekly","Groceries;Clothing;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","3","5","5","4","No","Yes","4","1","1","",""
"2024/08/03 2:03:16 AM GMT+5:30","jennifer00@example.com","Hyderabad","2023-01-15","02:56 PM","Male","35-44","Monthly","Electronics;Stationery","2","4","4","1","Yes","Yes","4","1","2","",""
"2024/08/03 2:03:41 AM GMT+5:30","umoore@example.org","Kolkata","2023-07-12","10:32 AM","Male","35-44","Bi-weekly","Groceries;Clothing;Electronics;Hygiene & Sanitation","2","3","4","2","Yes","Yes","4","1","1","",""
"2024/08/03 2:04:05 AM GMT+5:30","xwong@example.org","Kolkata","2023-11-27","06:20 PM","Male","18-24","Occasioanlly","Clothing;Hygiene & Sanitation;Stationery","2","3","3","1","Yes","Yes","5","4","3","",""
"2024/08/03 2:06:28 AM GMT+5:30","owensveronica@example.net","Jaipur","2023-08-07","03:22 PM","Female","65 and above","Bi-weekly","Electronics;Toys & Games;Stationery","1","3","4","2","No","Yes","4","1","1","",""
"2024/08/03 2:08:14 AM GMT+5:30","susanjohnson@example.org","Surat","2023-04-29","11:30 AM","Male","35-44","Daily","Groceries;Clothing;Home & Kitchen;Stationery","3","4","2","4","No","No","3","2","5","",""
"2024/08/03 2:08:43 AM GMT+5:30","wgill@example.com","Mumbai","2023-02-04","03:52 PM","Female","45-54","Occasioanlly","Groceries;Electronics;Home & Kitchen","2","2","5","4","Yes","No","4","5","1","",""
"2024/08/03 2:09:09 AM GMT+5:30","rachelbell@example.org","Mumbai","2023-12-31","04:02 PM","Male","55-64","Occasioanlly","Home & Kitchen","1","4","5","1","No","No","5","2","5","",""
"2024/08/03 2:09:36 AM GMT+5:30","valenzuelatodd@example.org","Surat","2023-03-15","07:47 PM","Female","35-44","Daily","Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","1","5","1","5","No","Yes","4","1","5","",""
"2024/08/03 2:10:02 AM GMT+5:30","beltranterrance@example.org","Ahmedabad","2023-01-12","04:06 PM","Male","55-64","Bi-weekly","Groceries;Electronics;Home & Kitchen;Stationery","2","5","4","2","Yes","Yes","1","1","2","",""
"2024/08/03 2:10:27 AM GMT+5:30","claudia97@example.org","Delhi","2023-10-30","03:37 PM","Male","35-44","Monthly","Home & Kitchen;Stationery","1","4","3","3","No","Yes","3","3","3","",""
"2024/08/03 2:10:54 AM GMT+5:30","qnavarro@example.net","Bangalore","2023-10-29","04:25 PM","Female","45-54","Daily","Groceries;Electronics;Hygiene & Sanitation;Toys & Games;Stationery","1","2","3","1","Yes","Yes","4","5","1","",""
"2024/08/03 2:11:18 AM GMT+5:30","craig97@example.net","Lucknow","2023-08-19","01:27 PM","Male","45-54","Weekly","Home & Kitchen","2","5","5","5","No","Yes","4","3","3","",""
"2024/08/03 2:11:42 AM GMT+5:30","wmartinez@example.org","Hyderabad","2023-07-05","01:49 PM","Male","Under 18","Daily","Clothing","2","3","3","4","No","Yes","3","2","4","",""
"2024/08/03 2:12:10 AM GMT+5:30","nowen@example.org","Ahmedabad","2023-09-12","04:06 PM","Female","55-64","Daily","Clothing;Electronics;Home & Kitchen","5","2","1","1","No","No","4","1","3","",""
"2024/08/03 2:12:36 AM GMT+5:30","marisa92@example.com","Bangalore","2023-12-10","05:54 PM","Female","55-64","Monthly","Electronics;Stationery","2","1","2","5","Yes","Yes","2","2","3","",""
"2024/08/03 2:13:01 AM GMT+5:30","brooke96@example.org","Bangalore","2023-12-12","08:56 PM","Male","35-44","Monthly","Clothing;Home & Kitchen","2","1","3","2","Yes","Yes","2","2","4","",""
"2024/08/03 2:13:25 AM GMT+5:30","zyoung@example.com","Mumbai","2023-04-11","12:51 PM","Female","35-44","Bi-weekly","Stationery","5","4","5","1","No","Yes","3","1","2","",""
"2024/08/03 2:13:50 AM GMT+5:30","lisa14@example.net","Surat","2023-04-09","08:01 AM","Female","Under 18","Occasioanlly","Clothing;Home & Kitchen","2","5","3","5","Yes","Yes","2","5","2","",""
"2024/08/03 2:14:20 AM GMT+5:30","seanwalker@example.net","Trivandrum","2023-08-25","04:01 PM","Female","25-34","Weekly","Groceries;Electronics","2","2","2","2","No","Yes","4","1","5","",""
"2024/08/03 2:14:45 AM GMT+5:30","tiffanylindsey@example.com","Trivandrum","2023-02-22","08:51 PM","Female","55-64","Bi-weekly","Groceries;Clothing;Electronics;Home & Kitchen","4","1","4","5","No","No","3","5","2","",""
"2024/08/03 2:15:09 AM GMT+5:30","eugeneponce@example.com","Jaipur","2023-05-31","01:42 PM","Male","Under 18","Weekly","Groceries;Clothing;Toys & Games;Stationery","5","3","5","1","No","Yes","5","1","3","",""
"2024/08/03 2:15:36 AM GMT+5:30","michelle84@example.org","Mumbai","2023-11-17","11:57 AM","Male","18-24","Bi-weekly","Groceries;Electronics;Home & Kitchen","5","1","5","2","No","Yes","5","5","4","",""
"2024/08/03 2:16:02 AM GMT+5:30","barbaraturner@example.com","Jaipur","2023-08-08","01:16 PM","Female","45-54","Weekly","Groceries;Hygiene & Sanitation;Toys & Games;Stationery","2","2","5","3","Yes","No","2","5","2","",""
"2024/08/03 2:16:30 AM GMT+5:30","debbie92@example.net","Jaipur","2023-05-16","07:30 PM","Male","65 and above","Bi-weekly","Clothing;Electronics;Toys & Games","1","1","3","3","No","No","1","3","5","",""
"2024/08/03 2:16:57 AM GMT+5:30","schmidtelizabeth@example.org","Jaipur","2023-12-25","10:58 AM","Male","35-44","Bi-weekly","Clothing;Electronics;Home & Kitchen","1","1","2","4","No","No","5","3","4","",""
"2024/08/03 2:17:23 AM GMT+5:30","gdunn@example.com","Kolkata","2023-11-07","02:43 PM","Female","Under 18","Occasioanlly","Clothing;Home & Kitchen;Hygiene & Sanitation;Stationery","1","5","1","2","No","Yes","3","3","5","",""
"2024/08/03 2:17:48 AM GMT+5:30","romerosamuel@example.org","Hyderabad","2023-06-12","06:33 PM","Female","35-44","Daily","Electronics;Stationery","5","5","2","4","No","Yes","2","1","5","",""
"2024/08/03 2:18:17 AM GMT+5:30","westryan@example.com","Ludhiana","2023-10-10","10:31 AM","Female","65 and above","Weekly","Groceries;Clothing;Home & Kitchen;Stationery","2","3","2","1","Yes","Yes","5","2","5","",""
"2024/08/03 2:18:44 AM GMT+5:30","uvelazquez@example.org","Bangalore","2023-02-05","07:32 PM","Female","65 and above","Daily","Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games","5","1","2","4","No","No","5","4","5","",""
"2024/08/03 2:19:12 AM GMT+5:30","sandrahernandez@example.org","Dehradun","2023-11-13","10:48 AM","Female","25-34","Monthly","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation","1","5","2","3","Yes","No","5","2","5","",""
"2024/08/03 2:19:42 AM GMT+5:30","courtneytrevino@example.net","Ludhiana","2023-04-21","09:31 AM","Female","65 and above","Daily","Clothing;Toys & Games","3","4","2","4","Yes","Yes","5","3","5","",""
"2024/08/03 2:20:09 AM GMT+5:30","patrickfisher@example.com","Bangalore","2023-12-16","08:28 AM","Male","65 and above","Bi-weekly","Groceries;Clothing;Home & Kitchen","1","5","2","2","No","Yes","4","2","5","",""
"2024/08/03 2:20:36 AM GMT+5:30","owenscorey@example.org","Kolkata","2023-12-03","02:31 PM","Female","55-64","Monthly","Home & Kitchen;Hygiene & Sanitation;Toys & Games","1","1","1","2","No","Yes","1","2","5","",""
"2024/08/03 2:20:59 AM GMT+5:30","hgriffin@example.net","Ludhiana","2023-11-27","05:32 PM","Female","Under 18","Daily","Groceries","1","5","2","5","Yes","No","2","5","5","",""
"2024/08/03 2:21:23 AM GMT+5:30","melanie20@example.net","Dehradun","2023-11-02","10:35 AM","Male","18-24","Monthly","Hygiene & Sanitation","2","5","5","2","No","No","2","2","1","",""
"2024/08/03 2:21:48 AM GMT+5:30","deborahgill@example.net","Trivandrum","2023-07-03","06:46 PM","Female","Under 18","Bi-weekly","Stationery","1","1","2","4","No","No","4","4","3","",""
"2024/08/03 2:22:12 AM GMT+5:30","davidjones@example.org","Delhi","2023-04-09","08:11 AM","Male","45-54","Bi-weekly","Home & Kitchen;Toys & Games","2","5","3","2","No","Yes","4","4","1","",""
"2024/08/03 2:22:36 AM GMT+5:30","daniel34@example.org","Dehradun","2023-01-27","07:37 PM","Male","45-54","Daily","Toys & Games","4","1","1","2","Yes","No","5","3","5","",""
"2024/08/03 2:23:01 AM GMT+5:30","angela86@example.org","Lucknow","2023-06-07","03:56 PM","Female","18-24","Daily","Toys & Games;Stationery","5","2","5","4","Yes","Yes","4","5","3","",""
"2024/08/03 2:23:26 AM GMT+5:30","chandlererin@example.net","Kolkata","2023-12-18","08:41 PM","Female","Under 18","Weekly","Toys & Games","3","5","3","2","No","Yes","4","2","1","",""
"2024/08/03 2:23:50 AM GMT+5:30","kellyjackson@example.com","Mumbai","2023-11-05","08:51 AM","Male","65 and above","Bi-weekly","Groceries;Electronics;Stationery","3","5","3","3","No","No","1","4","5","",""
"2024/08/03 2:24:16 AM GMT+5:30","donnablackburn@example.org","Chennai","2023-10-31","04:03 PM","Female","65 and above","Daily","Hygiene & Sanitation;Stationery","1","5","5","3","Yes","No","5","3","1","",""
"2024/08/03 2:24:41 AM GMT+5:30","parksveronica@example.org","Kolkata","2023-04-13","07:04 PM","Female","35-44","Monthly","Clothing;Home & Kitchen","2","2","3","1","No","No","4","5","1","",""
"2024/08/03 2:25:05 AM GMT+5:30","andrewsthomas@example.org","Kolkata","2023-07-23","01:46 PM","Male","18-24","Monthly","Clothing;Hygiene & Sanitation","2","1","4","2","No","No","5","1","2","",""
"2024/08/03 2:25:30 AM GMT+5:30","patricklewis@example.com","Ahmedabad","2023-08-28","03:15 PM","Male","Under 18","Bi-weekly","Hygiene & Sanitation;Stationery","3","4","4","5","Yes","No","5","4","2","",""
"2024/08/03 2:25:55 AM GMT+5:30","amber82@example.org","Jaipur","2023-09-19","09:20 AM","Male","Under 18","Occasioanlly","Groceries;Electronics;Stationery","2","1","4","4","Yes","Yes","1","3","2","",""
"2024/08/03 2:26:21 AM GMT+5:30","rodriguezjohn@example.com","Pune","2023-06-02","09:29 AM","Male","65 and above","Monthly","Hygiene & Sanitation;Toys & Games;Stationery","5","4","1","5","Yes","No","4","4","5","",""
"2024/08/03 2:26:46 AM GMT+5:30","yfernandez@example.net","Kanpur","2023-06-07","08:08 PM","Male","55-64","Daily","Home & Kitchen","4","2","2","2","Yes","No","4","2","5","",""
"2024/08/03 2:27:16 AM GMT+5:30","paullawson@example.com","Chennai","2023-03-28","10:31 AM","Male","65 and above","Weekly","Clothing;Electronics;Hygiene & Sanitation;Toys & Games","1","2","4","4","No","Yes","1","3","1","",""
"2024/08/03 2:27:45 AM GMT+5:30","colson@example.net","Hyderabad","2023-02-28","02:32 PM","Female","55-64","Weekly","Groceries;Clothing;Home & Kitchen;Toys & Games","5","2","1","1","No","Yes","2","5","5","",""
"2024/08/03 2:28:12 AM GMT+5:30","rogerslinda@example.com","Hyderabad","2023-11-08","07:57 PM","Male","35-44","Occasioanlly","Groceries;Home & Kitchen;Hygiene & Sanitation","5","2","3","2","Yes","No","1","2","1","",""
"2024/08/03 2:28:38 AM GMT+5:30","bgreer@example.org","Bangalore","2023-10-11","12:40 PM","Female","45-54","Weekly","Groceries;Clothing;Electronics;Hygiene & Sanitation","3","1","3","3","No","No","4","4","4","",""
"2024/08/03 2:29:06 AM GMT+5:30","burnettsheila@example.net","Jaipur","2023-10-19","08:22 AM","Male","18-24","Daily","Clothing;Hygiene & Sanitation;Toys & Games","2","2","1","5","Yes","No","5","4","5","",""
"2024/08/03 2:29:31 AM GMT+5:30","william21@example.net","Pune","2023-08-02","03:39 PM","Female","55-64","Bi-weekly","Stationery","3","3","1","1","No","No","1","3","1","",""
"2024/08/03 2:29:56 AM GMT+5:30","shannon79@example.com","Dehradun","2023-03-15","12:40 PM","Female","35-44","Daily","Groceries;Clothing","4","2","3","5","No","No","2","2","5","",""
"2024/08/03 2:30:24 AM GMT+5:30","gregorykaren@example.net","Lucknow","2023-06-22","08:42 AM","Female","Under 18","Occasioanlly","Home & Kitchen;Hygiene & Sanitation;Toys & Games","3","4","1","4","Yes","No","4","2","5","",""
"2024/08/03 2:30:48 AM GMT+5:30","smithandrea@example.net","Mumbai","2023-12-21","10:19 AM","Female","55-64","Weekly","Clothing","2","2","4","2","No","No","3","2","5","",""
"2024/08/03 2:31:12 AM GMT+5:30","ubrown@example.net","Bangalore","2023-06-27","05:11 PM","Male","55-64","Weekly","Hygiene & Sanitation;Toys & Games;Stationery","4","3","3","3","No","No","2","5","3","",""
"2024/08/03 2:31:40 AM GMT+5:30","morenodavid@example.net","Mumbai","2023-07-22","04:30 PM","Female","18-24","Daily","Electronics;Hygiene & Sanitation;Stationery","2","3","1","4","Yes","No","1","1","3","",""
"2024/08/03 2:32:04 AM GMT+5:30","angelarussell@example.org","Kolkata","2023-06-02","10:54 AM","Female","25-34","Daily","Clothing;Electronics;Stationery","5","4","2","5","Yes","Yes","3","4","2","",""
"2024/08/03 2:32:33 AM GMT+5:30","carterjohn@example.com","Lucknow","2023-07-05","01:41 PM","Female","45-54","Weekly","Groceries;Home & Kitchen;Toys & Games;Stationery","2","2","2","5","Yes","Yes","4","5","3","",""
"2024/08/03 2:33:02 AM GMT+5:30","wfreeman@example.org","Mumbai","2023-08-17","08:56 PM","Male","65 and above","Daily","Groceries;Toys & Games;Stationery","2","1","5","1","Yes","No","2","5","3","",""
